office_id,coordinates,,avg_shk
50008038,44.3026090000,38.7500960000,108
173211,44.7489810000,37.7547650000,513
103929,45.1283640000,38.9936060000,475
204889,44.1144880000,39.1020740000,518
50005710,45.0685850000,38.9651310000,243
159145,45.0940680000,39.0323230000,362
306446,45.0654610000,39.0372600000,382
50004982,45.0943700000,40.0038480000,198
207236,44.8534270000,37.4369660000,307
158430,44.7659270000,39.8742960000,469
217460,45.0253880000,39.0482400000,342
212986,44.8694890000,37.3357620000,534
132907,44.8838470000,37.3290690000,424
165971,45.2905600000,39.2801380000,573
4046,44.7313940560,37.7422777890,718
214816,45.1096260000,38.9578860000,657
309803,44.3166900000,39.2914840000,412
318014,44.7802360000,39.8358390000,169
208296,45.0629700000,39.0340240000,250
214004,45.0716500000,39.0084430000,266
310663,45.0385020000,39.1136600000,147
168338,45.3678460000,38.2004350000,591
50004544,45.2858610000,38.4769910000,142
155932,45.0840660000,39.0019770000,753
311141,45.0442560000,38.8178550000,105
127373,44.9933230000,38.9297840000,502
5671,44.8944920080,37.3089838220,901
213012,45.0932500000,39.0418770000,347
153665,44.7322240000,37.7523290000,649
146182,44.6121769090,40.0586345750,528
321595,44.1123150000,39.0632760000,94
50006172,45.1909340000,38.5858300000,84
316336,45.4568370000,39.4629460000,43
312277,44.5474010000,38.2296320000,214
50006291,45.0174930000,38.9928570000,112
169259,45.2334350000,38.2884240000,821
322403,44.5758682060,38.0774116530,305
104822,44.8393330000,38.3972890000,578
306868,45.0119430000,38.5052520000,159
310169,45.1245890000,38.9693880000,259
144696,44.9017980000,37.3443280000,400
209810,45.0444570000,38.8146130000,580
318205,45.1195110000,38.9379340000,45
133538,44.7769780000,39.8664240000,412
213288,44.5531210000,38.0656120000,645
50006003,45.3858770000,39.3824210000,118
308375,45.1036590000,39.0434230000,204
318128,44.6032050000,40.1253630000,135
214628,44.8853386900,37.3214548450,480
215048,45.2063350000,39.2381420000,261
310987,45.2502560000,38.1246080000,127
209658,44.6527930000,39.1776500000,482
134717,45.0058950000,39.0815400000,259
50000309,45.0922220000,38.9769880000,128
217700,44.8394500000,37.5497320000,463
302990,45.0480230000,39.1288350000,152
210485,45.0783910000,39.0378190000,409
312839,44.8329630000,37.8991310000,154
301171,44.7055920000,37.7542780000,372
309937,44.5518660000,38.0768360000,207
305288,45.0194940000,38.9433240000,394
311506,44.6192210000,38.0278330000,364
308819,45.0312210000,39.0316600000,39
50006156,44.1229410000,39.0537990000,369
213591,45.0285910000,39.0519190000,258
326058,45.0428695320,38.7916241230,6
101650,45.0897300000,39.0336810000,546
102612,45.0357830000,39.1226930000,560
308240,44.9140090000,38.8307110000,656
309309,45.3080140000,39.9356750000,81
214930,45.0731350000,37.7735590000,480
325077,44.9072420000,37.9692810000,3
310754,44.9766990000,39.7005980000,121
50001995,44.7230530000,37.7466600000,158
172585,45.4626450000,39.4616190000,533
207574,44.7484090000,37.7133240000,364
319647,44.5547820000,38.1139810000,40
215011,45.0522540000,38.9598940000,410
50003042,44.9114430000,37.5666560000,192
311629,44.2525400000,39.7682110000,221
50001427,45.1195620000,37.6184890000,150
101272,44.9113153360,37.9715633900,856
50001614,44.8342160000,37.5638710000,306
211019,45.0337470000,38.9711040000,296
214766,44.9801050000,38.9350770000,461
50006134,44.7494850000,37.7261660000,91
214163,45.2586250000,38.1290640000,311
215470,45.2590120000,38.1364930000,266
207757,44.6947710000,37.7822960000,429
314488,45.0045539350,39.0348756200,70
311374,45.0738910000,39.0427230000,402
102307,45.1191980000,39.4162620000,463
110310,45.0579310000,39.0074440000,644
150701,45.0919160000,39.0078830000,349
134016,44.8997850000,37.3434740000,716
206271,44.9702470000,37.3230560000,290
208913,45.0385340000,39.1120280000,399
212305,45.2390430000,38.9408360000,246
50003803,44.9865250000,38.9874400000,108
202620,44.5529460000,38.0993160000,462
126596,44.6789560000,39.9609880000,535
50005798,45.1043270000,39.0621260000,88
212849,44.9214890000,38.9124200000,230
157652,44.9374563550,37.9665513950,326
173043,44.6873640000,37.7851990000,422
305948,44.8565244460,38.5533050160,242
50006484,44.8916830000,37.3173280000,184
162363,45.0093240000,39.0331650000,491
129981,45.0740810000,38.9044970000,713
163369,44.7430370000,37.7250240000,511
50005562,44.8503600000,38.3886230000,127
215368,45.1152440000,39.0435350000,565
157910,45.0867600000,39.0140250000,251
313877,44.4311850000,39.5356190000,149
138544,44.6089080000,40.1068060000,475
111753,45.0980620000,38.6392560000,756
215578,45.0519480000,39.0180450000,306
210964,44.9859700000,38.9756370000,420
141151,45.0621590000,39.0091620000,446
211880,44.5561079870,38.0842528980,648
317150,44.1008320000,39.0786910000,143
168523,45.1346650000,39.0157910000,489
310983,45.0082850000,39.0937120000,219
314043,44.4947530000,40.1396190000,177
157767,45.0657180000,39.0083640000,430
136735,44.8823590000,37.3368400000,629
308100,45.0881730000,39.0047240000,176
4056,44.6127755610,40.0324038050,567
50002480,44.5911000000,40.1418740000,245
217172,45.0618870000,39.1739270000,228
150864,44.6263140000,39.1052460000,138
50006935,45.3533560000,38.2203060000,108
164054,44.6387930000,39.1565180000,418
5664,45.2105180000,39.6887020000,522
207915,45.0571670000,39.1417800000,347
305189,44.7586120000,39.4349110000,139
161957,45.0246090000,37.4905600000,589
316998,45.0847620000,38.9850060000,258
308127,45.3782680000,36.8674700000,700
50003520,45.0666720000,38.9250430000,430
50001884,44.5071160000,38.1327020000,639
106470,44.5509200000,38.0644960000,793
168629,44.7154970000,37.7518310000,616
311591,45.0226920000,39.1114260000,291
309492,45.1042090000,38.9507680000,83
50002719,44.6844670000,37.7583290000,293
101476,45.0169992450,38.9988667460,775
320272,44.7226500000,37.7712020000,164
207001,45.6473700000,38.1584300000,330
213329,45.1553540000,39.2985220000,360
169830,45.0291580000,38.9911860000,565
308812,45.1242930000,37.6459410000,126
322743,45.0226920000,39.0130600000,320
159614,45.0664670000,39.0356270000,495
113115,45.2673660000,37.4143890000,578
208248,44.6921120000,37.7687230000,270
168879,44.4125570000,39.5280370000,479
105688,45.2981510000,39.9126730000,607
212451,45.1161180000,38.9977330000,232
50005079,44.7975010000,38.6353550000,215
164339,44.9867550000,38.9608950000,497
125770,44.1697510000,39.0012750000,886
324827,44.4280370000,39.6828980000,22
110016,45.0616440000,38.9272340000,706
212874,44.7603150000,39.8698820000,372
215050,45.0572050000,38.9791920000,417
311410,45.0899000000,39.0233300000,234
160547,45.1005740000,38.9722500000,495
310243,45.0884280000,39.0985260000,468
213634,45.2730570000,38.1505700000,352
322551,44.8965610000,38.0483060000,163
215971,45.0498640000,39.0312060000,329
209563,45.0708290000,39.0066820000,212
145714,45.2814850000,37.3699720000,613
212973,44.5828106720,40.1268090000,272
214796,45.0556710000,38.9705070000,476
207550,44.8367600000,38.8741000000,389
308390,44.8919510000,39.3820430000,220
2440,44.8950770000,38.8422920000,664
211389,45.0327461300,38.9193641030,451
127434,45.0523950000,38.9738460000,429
50003937,45.0142690000,37.3419240000,199
135056,44.8652180000,38.1539150000,269
155083,44.8890460000,37.3087340000,523
50004059,44.8765700000,39.1878940000,329
209621,45.0336230000,39.0303800000,319
215303,45.3818450000,39.5686050000,355
319324,45.0682640000,39.0139410000,370
127374,45.1459120000,38.9932340000,364
308820,44.1173180000,39.0639140000,208
102081,45.1137650000,38.9212910000,410
5062,45.0634322730,38.9645673350,803
118278,45.2080870000,36.7035870000,852
50005726,45.0373240000,37.3452120000,104
50007850,45.0027730000,39.0205880000,158
150740,44.8373410000,38.2983610000,584
50007392,44.9914400000,37.2739600000,331
163662,45.0602360000,39.0321050000,380
216580,44.0883730000,39.0992040000,372
50003743,44.1061320000,39.0724950000,129
308849,45.2904460000,38.1185360000,236
214519,45.4370710010,39.0117417290,339
318052,45.0574150000,38.8968810000,44
5278,44.5882176560,38.0553465930,571
50000216,43.9887580000,39.2265920000,336
104833,44.8523770000,38.4924720000,267
50005694,44.4539990000,39.7295740000,66
123260,45.0700020000,39.0082430000,500
305014,45.0477300000,39.3105280000,302
2182,45.0644920000,39.0082460000,518
162553,45.0981820000,38.9736990000,583
113153,45.2158690000,39.7002860000,806
300789,44.6521460000,37.9478440000,1031
301412,44.7907460000,37.4009170000,313
313806,44.8934640000,37.3923380000,147
166280,45.3240040000,37.1010560000,470
101806,44.6047300000,38.0317900000,1134
307761,44.6721030000,37.7781910000,361
311285,45.0595980000,39.1729300000,348
309070,44.6124390000,40.0889370000,363
113174,45.0936660000,39.0005270000,355
209071,45.2208585280,37.9173498210,355
50001827,44.7908550000,40.1316780000,229
163597,45.0916920000,39.0418330000,272
311707,45.2442552460,38.9578967070,128
141644,44.8358720000,37.5496120000,332
135293,44.5627920000,38.0939210000,606
306761,45.0790910000,39.0432800000,606
50006188,45.0504330000,38.9195290000,84
203828,45.1567430000,39.1280180000,392
50002472,45.0427380000,38.9575440000,96
206935,45.0588600000,38.9519190000,604
302963,45.1182500000,39.4136900000,174
162057,45.0602110000,39.0292660000,341
323544,44.7722440000,39.8552760000,14
307160,45.1614650000,39.0183240000,186
141272,45.0520540000,39.0195400000,368
322187,44.8468110000,38.4933020000,134
301666,44.9206020000,38.9886530000,243
211734,45.3481120000,37.1267600000,619
173155,45.0729170000,38.9057740000,410
206685,45.2518230000,38.1361610000,270
312139,44.6154690000,40.1281150000,314
5427,45.0075400000,38.9670130000,694
50004870,44.8815990000,38.1486290000,57
3852,45.0722300000,38.9491210000,625
50007090,45.1272950000,39.0023700000,140
50002867,45.1083860000,39.0140300000,176
5285,45.0542396730,38.9491986620,577
310828,44.7651510000,39.8719210000,119
306283,44.8735260000,37.3437390000,619
308364,45.1408730000,38.9936190000,346
320672,45.1313150000,38.9075800000,64
125938,45.0606150000,39.0372740000,598
50004779,44.0989420000,39.0977170000,413
314931,45.0049840000,38.5986940000,533
159308,45.0218530000,38.9452700000,422
143503,45.0177030000,39.0730750000,694
50006725,44.6756350000,39.9549170000,193
308003,45.0667870000,39.0243970000,216
50007607,44.8810630000,37.3234280000,319
319050,45.1327950000,38.9783580000,93
50007166,45.2386360000,38.1083940000,44
200272,44.1840510000,39.2401110000,372
314595,45.1586668690,39.0741546390,324
171326,45.0353900000,38.9193240000,428
312789,45.0955730000,39.0373870000,257
50002241,45.0182390000,39.0797100000,290
316792,44.6862680000,39.4287110000,140
206953,45.2354760000,39.7155250000,373
213695,45.0652720000,38.9633600000,389
162653,45.2112190000,39.2326570000,437
50008206,44.9983750000,39.0762660000,14
104688,45.2512200000,38.1298550000,549
100924,44.6809950000,37.7817140000,543
314138,44.6903560000,37.7830150000,154
316252,45.0730250000,38.9678930000,170
50001816,44.9138560000,37.9800430000,79
203212,44.9258820000,37.9888190000,319
135686,45.4617740000,39.4508640000,468
206949,45.0686140000,39.0278270000,415
319966,45.1505495070,39.0129938390,92
169827,44.8528400000,38.5904700000,0
312473,45.0885420000,39.0095840000,121
208642,45.0277630000,39.0876380000,205
50001352,44.6702820000,37.7829520000,409
50005821,45.0700270000,39.0696540000,421
212237,44.9304050000,38.0090850000,328
50000980,44.8643440000,38.1689190000,153
167731,44.9980210000,38.9926460000,419
307131,45.0956310000,39.0201460000,304
320500,45.0567530000,39.0381500000,191
309035,44.9768980000,38.9416080000,153
50006250,45.0416740000,38.9786280000,73
217423,45.0536750000,39.0315890000,142
209291,44.9650250000,37.3276500000,275
102066,44.0978730000,39.0801810000,783
215390,45.0700650000,39.0414380000,526
164045,45.0617420000,38.9865960000,352
160054,45.0004660000,39.0769870000,473
164096,44.9402190000,37.9897050000,373
304699,44.7610060000,37.7170790000,289
312117,45.0968440000,38.9012770000,254
141085,44.8712820000,37.3331600000,411
50005038,45.3847120000,39.4106010000,141
208971,45.1942940000,36.9949680000,482
309061,45.4321880000,37.9557340000,203
208111,45.0491630000,38.9767500000,466
50007884,45.0543590000,38.9934320000,26
5115,44.9227186420,37.9990666950,716
216293,45.0172700000,39.0470260000,289
50004254,45.0653800000,38.9572120000,205
140352,45.0738590000,38.9691800000,453
3439,44.3674980000,38.5382850000,700
219153,45.2273760000,38.9956510000,175
210878,44.7314330000,37.7350680000,231
312141,45.3633250000,36.9309720000,170
215957,44.7570450000,39.8726340000,240
167759,44.8876880000,39.3845530000,413
169901,44.0973510000,39.0769210000,491
308060,44.8974100000,37.3546980000,642
310094,45.0897740000,39.0049000000,168
316112,44.8740300000,37.3182630000,749
50006425,45.1370430000,38.9939710000,62
50006427,44.8373350000,38.6759400000,191
217866,44.8523720000,38.6770180000,258
148313,45.0517680000,38.7983450000,377
217205,45.2483700000,37.4182150000,382
214020,45.1595590000,39.0235970000,679
127167,44.1459830000,39.0380610000,726
208723,44.8365740000,37.6500020000,376
215631,45.2296520000,39.7204920000,411
50004457,45.0599650000,38.9676730000,341
50002941,45.2395820000,39.0305500000,88
301257,44.7815430000,39.8480930000,331
307832,44.9890560000,38.9287170000,301
161618,44.9190770000,37.9933650000,430
217170,45.0638590000,39.1801830000,374
208073,45.0022070000,37.2873680000,924
162075,44.8537430000,38.1624510000,565
140153,44.8642940000,37.3375670000,503
50001902,44.6878630000,37.7606920000,107
309168,45.0612150000,39.0277720000,145
207017,45.3463500000,39.0737880000,574
160311,45.0710890000,39.0297950000,645
309422,44.8656930000,37.3390570000,461
302017,45.1730690000,38.8069330000,369
212292,44.8538244750,38.2882508980,400
310234,45.0327000000,39.0433070000,169
306068,45.4009980000,39.3850080000,291
112618,43.9121460000,39.3309090000,529
161945,45.0348080000,38.9080780000,656
313019,44.7163990000,37.5930210000,572
214434,45.0954770000,38.9983060000,482
317394,45.0880655330,39.0508990830,55
50004026,44.7120300000,37.7727330000,142
306046,45.0196210000,38.9780890000,300
206933,45.3885605470,39.3855322240,707
323419,44.8825060000,39.1886090000,84
300276,44.9327060000,39.7570680000,210
318698,44.5862400000,40.1331700000,67
125903,45.0069730000,38.9607530000,737
311976,44.9185220000,37.9952680000,216
312733,44.7388360000,37.7936580000,264
206675,45.4615210000,39.4162510000,277
147663,45.0704490000,39.0391040000,416
154816,44.6780250000,37.7850500000,700
139531,45.0642880000,38.9515430000,431
127318,45.0716730000,38.7202540000,401
304114,44.1014690190,39.0672646640,260
3556,45.2166810000,39.6575140000,469
301793,44.2914730000,40.1819210000,186
123195,44.7377880000,37.7810840000,705
50001880,45.1337370000,38.9053790000,195
144597,45.0462100000,39.0310680000,315
161622,44.7464890000,37.7055530000,585
312428,45.0980464550,38.9693789870,144
167574,45.0616270000,38.9176530000,612
316192,44.9321910000,40.1737640000,211
50001411,45.0148860000,39.0461030000,147
50000214,44.8496190000,38.1705990000,229
320976,45.0753800000,38.9731660000,158
211591,45.0676460000,38.9699230000,198
164095,44.6282100000,39.1057300000,270
160973,45.0404180000,39.0895420000,386
211519,45.4439980000,39.0056920000,273
216270,44.7428977330,37.7824533330,343
162819,44.6864680000,37.7751030000,374
317634,45.0736750000,38.9068610000,173
208593,44.6761410000,37.7881000000,572
171061,44.3020210000,39.8337000000,241
123765,44.5533750000,38.0738030000,777
50005687,45.0294870000,38.9417760000,153
157551,45.0518440000,39.3114760000,514
324628,44.7316303920,39.8515407550,23
308215,45.0241440000,39.0696540000,200
168005,44.8709470000,37.3454900000,465
142978,45.1417980000,38.9891750000,464
213272,44.5581130140,38.0895698310,614
