office_id;lat;long;route_num
219153;45.227376;38.995651;1
322169;45.238897;38.971693;1
136244;45.234942;38.963951;1
302789;45.234587;38.960374;1
311707;45.244255246;38.957896707;1
212305;45.239043;38.940836;1
206934;45.276133;38.843045;1
209470;45.27626;38.839623;1
147052;45.277929;38.839034;1
50002041;45.329017;38.818755;1
50000737;45.440745;38.729112;1
50004284;45.455313;38.701551;1
6128;45.43537524;38.718609691;1
317689;45.434141769;38.723335288;1
161887;45.43332;38.731744;1
50000565;45.423078;38.738545;1
315471;45.315892;38.666203;1
310794;45.353977;38.770003;1
50007050;45.220533;38.738832;1
302017;45.173069;38.806933;1
314626;45.134188;39.019627;2
161947;45.13939;39.03817;2
217006;45.142911;39.04504;2
314595;45.158666869;39.074154639;2
203828;45.156743;39.128018;2
318930;45.114764865;39.153767928;2
206136;45.110702;39.139327;2
158195;45.090413;39.120166;2
311314;45.099893;39.114992;2
161987;45.093957;39.107057;2
126559;45.092276;39.107197;2
310243;45.088428;39.098526;2
317386;45.086454;39.07481;2
305044;45.095038;39.048858;2
312789;45.095573;39.037387;2
5428;45.085344;39.0192;3
157770;45.088851;39.009929;3
312473;45.088542;39.009584;3
310094;45.089774;39.0049;3
137176;45.090739;39.007651;3
206097;45.090647;39.004779;3
151691;45.092164;39.009732;3
150701;45.091916;39.007883;3
164697;45.093429;39.008102;3
310657;45.093679;39.007321;3
144560;45.093689;39.004159;3
214434;45.095477;38.998306;3
210282;45.094943;39.00016;3
113174;45.093666;39.000527;3
135031;45.088222;39.0033;3
142568;45.087988;39.003303;3
50006771;45.083234;39.002056;3
323036;45.079492;39.001957;3
157910;45.08676;39.014025;4
321194;45.091686035;39.012270846;4
50006393;45.098474;39.010231;4
317464;45.106334804;39.004921141;4
212451;45.116118;38.997733;4
308142;45.156915;38.998211;4
303615;45.237234;39.001706;4
50002941;45.239582;39.03055;4
50002937;45.24918;39.001246;4
210257;45.247692;38.995795;4
143273;45.239485;38.983813;4
308650;45.237335;38.974999;4
151557;45.238522;38.978284;4
50006705;45.234295;38.980649;4
304828;45.227072;38.990009;4
128493;45.226845;38.999506;4
50007090;45.127295;39.00237;4
168523;45.134665;39.015791;4
162912;45.120529;39.008784;4
