,ID,lat,lon
554,100722,55.65187,37.755283
555,100735,55.677693,37.73828
556,100738,55.748252,37.566417
557,100786,56.196059,36.96663
558,100812,55.793607,37.580106
559,100860,56.494747,38.176177
560,100893,55.881672,37.033376
561,100954,55.964901,37.91301
562,100963,55.577864,37.576901
563,101095,55.661565,37.51003
564,101152,56.298344,38.175068
565,101154,56.123906,38.436507
566,101221,55.873578,37.693191
567,101242,55.711639,37.488868
568,101331,55.671723,37.505456
569,101345,54.828653,38.145617
570,101372,55.024128,38.092832
571,101449,55.471368,37.295758
572,101489,55.885152,38.434185
573,101531,55.964741,37.529747
574,101540,56.0254,37.422662
575,101617,55.423784,37.50524
576,101626,56.339219,37.532593
577,101648,55.836753,37.354585
578,101688,55.964428,37.67116
579,101693,55.870308,37.101979
580,101705,55.876377,38.464761
581,101728,55.85887,37.510929
582,101836,55.387178,36.718284
583,101857,55.578191,36.699896
584,101882,55.712973,37.398022
585,101886,55.637711,37.541277
586,101898,55.815695,37.324477
587,101907,56.026116,35.954506
588,102023,55.908135,37.703584
589,102082,55.793159,37.816919
590,102091,55.886388,37.444192
591,102095,55.653629,37.764417
592,102107,55.687473,37.590571
593,102108,55.428104,37.269906
594,102136,55.863895,37.696378
595,102141,56.161969,37.945917
596,102153,56.090746,37.899887
597,102169,55.691182,37.619988
598,102178,55.659401,37.60106
599,102193,55.707733,37.469964
600,102200,55.677163,37.658863
601,102210,55.618138,37.700006
602,102348,55.600705,37.03256
603,102515,56.00531,37.486937
604,102531,55.712837,37.896929
605,102571,56.72305,37.53797
606,102686,55.606717,37.66479
607,102726,55.831079,37.238665
608,102760,55.808291,37.828938
609,102793,55.694216,37.489521
610,102833,55.710048,37.748564
611,102842,55.985922,37.151355
612,102845,55.715799,37.74222
613,102857,56.184638,36.985203
614,102899,55.869077,38.19947
615,102983,55.729583,37.570325
616,103007,55.7311722,37.75365127
617,103029,55.532276,37.519635
618,103045,55.67304777,37.75362832
619,103069,55.850969,38.438063
620,103180,55.631093,37.515543
621,103195,55.69379594,37.61208731
622,103227,55.645995,37.705288
623,103229,55.997038,37.216756
624,103250,55.469023,37.289152
625,103256,55.622519,37.705342
626,103259,55.70283978,37.68462536
627,103342,55.866648,37.395921
628,103377,55.633232,37.537927
629,103390,55.718875,37.424807
630,103415,55.60923,37.755475
631,103416,55.694873,37.747894
632,103456,56.0349,35.518801
633,103520,55.581283,38.218244
634,103552,55.792923,37.728951
635,103585,55.683432,37.309547
636,103624,55.425118,38.267188
637,103628,55.915856,37.87025
638,103633,55.925905,37.820311
639,103641,56.294164,38.15351
640,103644,55.780593,37.479193
641,103676,55.856498,37.421765
642,103699,55.705239,37.026381
643,103702,55.708806,37.379088
644,103713,55.733486,37.682596
645,103730,54.919166,37.43523
646,103734,55.918994,37.812295
647,103753,55.881451,37.709863
648,103765,55.939878,37.977602
649,103782,55.971722,37.510388
650,103819,55.892687,37.661179
651,103840,55.818933,37.397773
652,103850,55.587157,37.912498
653,103866,55.960838,38.046739
654,103953,56.045867,37.861676
655,103983,54.859049,38.589866
656,104009,55.921448,37.865588
657,104048,56.2846,37.488398
658,104059,55.905394,37.733564
659,104077,55.839472,37.174885
660,104096,55.802917,37.518539
661,104106,55.864516,37.675037
662,104128,54.879907,37.214092
663,104131,55.896623,37.460518
664,104196,55.920334,37.844468
665,104211,54.923942,37.404083
666,104223,55.545295,37.557872
667,104248,55.811411,37.496851
668,104286,55.744226,38.014533
669,104350,55.611313,37.555562
670,104358,55.822196,37.373002
671,104465,55.879116,37.695265
672,104467,55.897911,37.626582
673,104469,55.876228,37.701307
674,104475,56.332221,38.132239
675,104477,55.08075,38.763498
676,104505,55.779587,38.70673
677,104570,55.687981,37.852555
678,104571,55.922362,37.991415
679,104576,55.87975,37.510046
680,104597,55.891642,37.421658
681,104607,55.608638,37.535334
682,104656,55.820129,37.879993
683,104691,55.8377,37.182939
684,104692,55.885584,37.604371
685,104699,55.603456,38.083528
686,104719,55.916455,37.71999
687,104728,55.88064323,37.7130849
688,104757,55.757507,37.950895
689,104763,55.240418,37.54132
690,104766,55.906101,36.861071
691,104767,55.510342,37.563528
692,104772,55.53294,37.639378
693,104817,55.671998,37.450562
694,104819,55.593269,38.127858
695,104919,55.971839,37.964153
696,104920,55.80684,37.459952
697,104927,55.660912,37.744014
698,104957,55.625349,37.612178
699,104962,55.316419,37.518061
700,104982,55.808069,37.943715
701,104983,56.727612,37.142574
702,104989,55.64428,37.388464
703,105008,55.86074,37.519158
704,105021,55.593754,37.457781
705,105022,55.95837,38.073043
706,105055,55.698316,37.457071
707,105073,55.817729,37.660135
708,105077,55.59958,36.470322
709,105080,55.806874,37.516027
710,105088,55.735414,37.404366
711,105102,55.401703,37.5594
712,105114,55.992129,37.334201
713,105119,55.823797,37.749713
714,105121,55.740231,37.981205
715,105152,56.341053,37.541193
716,105189,55.782001,37.671555
717,105193,55.814829,37.56413
718,105218,55.633375,37.657955
719,105234,55.808498,37.529372
720,105255,55.723321,37.978542
721,105281,55.654629,37.27244
722,105292,55.70917,36.203802
723,105306,55.800837,37.977733
724,105328,55.687966,37.914239
725,105344,56.340876,37.548411
726,105366,55.895913,37.619467
727,105394,55.833495,37.652847
728,105403,55.852917,37.656564
729,105425,55.784246,37.636741
730,105432,55.747378,37.421517
731,105450,55.681842,37.290447
732,105452,55.836802,37.266991
733,105455,55.646496,37.414456
734,105492,56.366985,37.539834
735,105508,55.546212,37.52738
736,105570,55.714133,37.068423
737,105576,55.638378,37.795717
738,105603,55.822228,37.313205
739,105616,55.776869,37.686746
740,105622,55.738149,37.529054
741,105642,55.812782,37.706601
742,105643,55.676228,37.248839
743,105730,55.805128,37.804557
744,105733,55.343301,36.186141
745,105744,55.856191,37.6852
746,105761,55.910529,37.862911
747,105791,55.956853,37.444993
748,105818,55.464193,37.549612
749,105861,55.711025,37.76497
750,105867,55.842409,37.12485
751,105882,55.736948,37.649315
752,105891,55.697198,37.897642
753,105892,55.742178,36.851225
754,105921,55.707983,37.656782
755,105949,55.906024,37.552088
756,105971,55.502599,37.945131
757,105990,55.274953,38.754587
758,105996,55.862324,37.62006
759,105997,55.722357,37.621601
760,105998,55.526928,37.590604
761,106001,55.831579,37.313451
762,106035,55.949739,38.06517
763,106047,55.542635,37.564805
764,106068,55.700926,37.905841
765,106087,55.631138,37.79947
766,106098,55.565984,37.586329
767,106106,55.480333,37.567354
768,106169,55.703842,37.501124
769,106176,55.867556,37.489133
770,106182,55.849907,37.480922
771,106201,55.870453,37.67504
772,106204,55.664262,37.544657
773,106208,55.816991,37.826232
774,106223,54.756872,38.894568
775,106224,55.705546,37.893769
776,106248,55.950387,37.51054
777,106254,55.853187,37.359602
778,106268,55.693647,37.54563
779,106292,55.835048,37.658515
780,106293,55.750189,37.972083
781,106294,55.614762,37.721023
782,106302,55.273953,37.832256
783,106343,55.942053,37.317209
784,106347,54.789291,38.261545
785,106355,55.814058,37.808354
786,106382,55.69051,37.875208
787,106399,56.099575,38.115314
788,106403,55.956504,38.058526
789,106417,55.773525,37.493189
790,106445,55.882632,37.641521
791,106464,55.589851,37.373104
792,106468,55.864795,37.432407
793,106523,55.872143,38.193141
794,106528,55.430654,36.868049
795,106531,55.656964,37.233174
796,106558,55.734732,37.613444
797,106569,55.874559,37.591585
798,106570,55.877487,37.716377
